transaction_id,vehicle_id,vehicle_type,passage_time,lane_number,axle_count,toll_amount,currency,tag_status,vehicle_color,vehicle_make,vehicle_model,passage_status,gantry_id,tag_read_time,plate_captured,image_quality,weather_condition,speed_kmph,over_speed_flag
T100441,KA09AB5173,Car,2025-06-27 06:00:24,3,5,2.63,AUD,Expired,Blue,Ford,Altroz,Completed,G2,2025-06-27 06:00:27,No,Dark,Sunny,44,Yes
T100442,KA90AB7390,Car,2025-06-27 06:01:15,2,3,14.17,AUD,Pending,White,Honda,i20,Retry,G1,2025-06-27 06:01:18,No,Blur,Cloudy,68,Yes
T100443,KA94AB4798,SUV,2025-06-27 06:00:27,1,3,14.98,AUD,Pending,Blue,Toyota,Civic,Completed,G3,2025-06-27 06:00:28,No,Good,Foggy,93,No
T100444,KA98AB7213,Truck,2025-06-27 06:03:36,3,5,18.83,AUD,Pending,Red,Tata,ModelX,Completed,G3,2025-06-27 06:03:37,Yes,Good,Sunny,99,Yes
T100445,KA72AB6573,SUV,2025-06-27 06:00:13,1,5,8.06,AUD,Expired,Blue,Hyundai,Altroz,Failed,G3,2025-06-27 06:00:17,Yes,Good,Sunny,89,Yes
T100446,KA64AB4242,Bike,2025-06-27 06:02:35,1,2,14.77,AUD,Pending,Grey,Honda,Civic,Failed,G1,2025-06-27 06:02:39,No,Blur,Cloudy,98,No
T100447,KA39AB2250,Truck,2025-06-27 06:00:01,1,2,4.63,AUD,Pending,Grey,Ford,ModelX,Failed,G3,2025-06-27 06:00:06,Yes,Glare,Cloudy,47,Yes
T100448,KA53AB1648,Bike,2025-06-27 06:00:10,2,3,17.13,AUD,Pending,Black,Ford,Figo,Retry,G2,2025-06-27 06:00:12,No,Glare,Rainy,93,Yes
T100449,KA59AB7750,Truck,2025-06-27 06:01:19,4,2,15.76,AUD,Pending,Blue,Ford,i20,Completed,G3,2025-06-27 06:01:24,No,Glare,Sunny,43,No
T100450,KA26AB7044,Bus,2025-06-27 06:00:40,4,3,5.99,AUD,Pending,Black,Honda,Figo,Retry,G1,2025-06-27 06:00:43,Yes,Dark,Rainy,20,Yes
T100451,KA71AB6031,SUV,2025-06-27 06:00:31,1,4,15.88,AUD,Expired,Blue,Honda,Altroz,Completed,G1,2025-06-27 06:00:33,Yes,Dark,Sunny,37,No
T100452,KA03AB5260,Bike,2025-06-27 06:00:12,3,5,11.5,AUD,Expired,Blue,Honda,Figo,Completed,G2,2025-06-27 06:00:15,Yes,Dark,Rainy,88,No
T100453,KA98AB4949,Car,2025-06-27 06:01:29,4,2,11.27,AUD,Pending,Blue,Toyota,i20,Retry,G1,2025-06-27 06:01:31,No,Good,Cloudy,34,No
T100454,KA30AB1468,Bike,2025-06-27 06:00:59,1,4,3.91,AUD,Valid,Red,Tata,Figo,Retry,G1,2025-06-27 06:01:00,No,Dark,Cloudy,77,Yes
T100455,KA12AB8157,SUV,2025-06-27 06:00:13,1,5,19.66,AUD,Expired,Red,Tata,Figo,Failed,G3,2025-06-27 06:00:16,No,Dark,Sunny,105,Yes
T100456,KA86AB2234,Bike,2025-06-27 06:01:27,4,2,18.47,AUD,Valid,Black,Hyundai,Figo,Completed,G1,2025-06-27 06:01:29,No,Blur,Cloudy,55,Yes
T100457,KA06AB7976,Bus,2025-06-27 06:00:15,4,4,12.61,AUD,Expired,Black,Ford,Figo,Failed,G1,2025-06-27 06:00:19,Yes,Glare,Sunny,33,Yes
T100458,KA52AB1848,Truck,2025-06-27 06:00:09,4,2,12.05,AUD,Valid,Black,Hyundai,Altroz,Retry,G2,2025-06-27 06:00:12,No,Glare,Cloudy,67,Yes
T100459,KA58AB5716,Bus,2025-06-27 06:01:20,3,3,11.0,AUD,Valid,Blue,Hyundai,Figo,Completed,G3,2025-06-27 06:01:24,No,Blur,Cloudy,59,No
T100460,KA05AB1249,Truck,2025-06-27 06:01:43,4,2,16.63,AUD,Pending,Black,Tata,Civic,Completed,G1,2025-06-27 06:01:44,No,Good,Foggy,24,Yes
T100461,KA40AB1492,Car,2025-06-27 06:00:09,2,3,11.16,AUD,Pending,White,Honda,Civic,Failed,G2,2025-06-27 06:00:12,No,Glare,Foggy,21,Yes
T100462,KA21AB9238,Bus,2025-06-27 06:00:50,2,3,4.19,AUD,Pending,White,Tata,Figo,Completed,G1,2025-06-27 06:00:54,No,Glare,Cloudy,93,No
T100463,KA91AB5441,SUV,2025-06-27 06:00:01,3,3,18.62,AUD,Expired,Blue,Hyundai,Figo,Retry,G1,2025-06-27 06:00:06,No,Good,Sunny,29,Yes
T100464,KA23AB4566,SUV,2025-06-27 06:00:37,1,2,19.75,AUD,Expired,Red,Toyota,ModelX,Retry,G2,2025-06-27 06:00:41,Yes,Glare,Sunny,86,Yes
T100465,KA59AB1122,Bike,2025-06-27 06:01:16,1,2,9.04,AUD,Valid,Black,Honda,i20,Completed,G1,2025-06-27 06:01:20,No,Dark,Foggy,44,Yes
T100466,KA73AB5958,Car,2025-06-27 06:00:03,1,4,17.86,AUD,Expired,Black,Tata,ModelX,Failed,G1,2025-06-27 06:00:08,No,Blur,Cloudy,21,Yes
T100467,KA29AB9334,Bike,2025-06-27 06:01:18,3,5,7.92,AUD,Pending,Red,Ford,Figo,Completed,G1,2025-06-27 06:01:20,Yes,Good,Cloudy,99,Yes
T100468,KA98AB5580,Bike,2025-06-27 06:00:30,4,5,14.16,AUD,Expired,Blue,Hyundai,i20,Failed,G1,2025-06-27 06:00:32,Yes,Good,Rainy,84,No
T100469,KA70AB2273,Bike,2025-06-27 06:00:05,2,2,7.34,AUD,Pending,Red,Hyundai,ModelX,Completed,G3,2025-06-27 06:00:06,Yes,Dark,Rainy,52,Yes
T100470,KA09AB3858,Car,2025-06-27 06:00:01,4,2,8.54,AUD,Expired,Red,Toyota,Figo,Failed,G2,2025-06-27 06:00:02,Yes,Dark,Foggy,57,No
T100471,KA29AB5267,Car,2025-06-27 06:02:13,2,3,17.38,AUD,Expired,Red,Toyota,ModelX,Failed,G2,2025-06-27 06:02:18,Yes,Dark,Rainy,95,Yes
T100472,KA41AB3887,Bike,2025-06-27 06:00:19,1,4,18.43,AUD,Pending,Blue,Honda,Altroz,Retry,G2,2025-06-27 06:00:23,Yes,Glare,Cloudy,96,Yes
T100473,KA42AB9179,Bus,2025-06-27 06:01:15,1,5,8.41,AUD,Valid,Red,Ford,i20,Completed,G1,2025-06-27 06:01:20,No,Glare,Rainy,80,Yes
T100474,KA70AB6317,Bike,2025-06-27 06:00:12,4,3,3.82,AUD,Pending,Red,Tata,ModelX,Retry,G2,2025-06-27 06:00:14,No,Blur,Cloudy,57,No
T100475,KA62AB5238,SUV,2025-06-27 06:00:47,4,4,15.95,AUD,Valid,Black,Toyota,Altroz,Completed,G3,2025-06-27 06:00:51,Yes,Glare,Foggy,20,Yes
T100476,KA01AB8633,Car,2025-06-27 06:00:00,1,5,17.56,AUD,Valid,Black,Honda,Figo,Completed,G2,2025-06-27 06:00:05,Yes,Good,Sunny,109,Yes
T100477,KA17AB4636,Truck,2025-06-27 06:01:56,1,5,10.82,AUD,Expired,Red,Ford,ModelX,Retry,G1,2025-06-27 06:01:59,No,Dark,Foggy,77,No
T100478,KA21AB3221,Truck,2025-06-27 06:01:28,3,4,6.12,AUD,Expired,Grey,Hyundai,Altroz,Failed,G2,2025-06-27 06:01:31,Yes,Blur,Cloudy,42,No
T100479,KA27AB2426,Bike,2025-06-27 06:01:10,3,4,10.93,AUD,Expired,Grey,Ford,i20,Failed,G3,2025-06-27 06:01:11,Yes,Good,Cloudy,56,No
T100480,KA95AB3986,Car,2025-06-27 06:00:05,1,5,12.75,AUD,Valid,Blue,Toyota,Civic,Failed,G3,2025-06-27 06:00:07,Yes,Glare,Sunny,57,No
T100481,KA96AB8056,Bike,2025-06-27 06:00:30,4,3,16.53,AUD,Expired,Black,Tata,Civic,Retry,G3,2025-06-27 06:00:34,Yes,Glare,Foggy,96,No
T100482,KA98AB5572,Bike,2025-06-27 06:00:42,3,3,5.83,AUD,Valid,Grey,Tata,i20,Failed,G2,2025-06-27 06:00:44,Yes,Dark,Rainy,62,Yes
T100483,KA23AB2665,Car,2025-06-27 06:00:24,1,3,6.9,AUD,Pending,Red,Toyota,Figo,Failed,G1,2025-06-27 06:00:25,No,Dark,Rainy,20,No
T100484,KA90AB8887,Car,2025-06-27 06:00:08,3,4,19.09,AUD,Pending,Blue,Toyota,ModelX,Retry,G2,2025-06-27 06:00:11,No,Good,Foggy,35,No
T100485,KA89AB3893,SUV,2025-06-27 06:00:47,1,2,14.7,AUD,Pending,Blue,Toyota,Civic,Completed,G3,2025-06-27 06:00:50,No,Blur,Rainy,49,No
T100486,KA30AB2280,SUV,2025-06-27 06:01:30,4,2,12.51,AUD,Expired,Black,Honda,Altroz,Completed,G1,2025-06-27 06:01:33,Yes,Glare,Rainy,89,Yes
T100487,KA57AB2486,Bus,2025-06-27 06:02:45,4,4,7.73,AUD,Expired,Grey,Ford,i20,Failed,G3,2025-06-27 06:02:48,Yes,Glare,Rainy,35,No
T100488,KA24AB2610,Car,2025-06-27 06:00:27,1,5,9.49,AUD,Expired,Blue,Hyundai,Altroz,Failed,G2,2025-06-27 06:00:29,Yes,Glare,Cloudy,101,Yes
T100489,KA81AB2964,Car,2025-06-27 06:05:12,2,4,18.91,AUD,Valid,White,Tata,i20,Completed,G2,2025-06-27 06:05:15,No,Glare,Sunny,39,No
T100490,KA45AB1451,Car,2025-06-27 06:00:25,4,3,7.31,AUD,Expired,Red,Hyundai,Altroz,Completed,G3,2025-06-27 06:00:28,Yes,Blur,Foggy,63,Yes
T100491,KA72AB6682,Car,2025-06-27 06:00:16,4,5,15.82,AUD,Valid,Blue,Honda,ModelX,Completed,G3,2025-06-27 06:00:21,No,Good,Sunny,52,No
T100492,KA46AB7152,Bike,2025-06-27 06:00:02,1,3,8.0,AUD,Expired,Red,Toyota,Figo,Completed,G1,2025-06-27 06:00:03,No,Glare,Cloudy,50,Yes
T100493,KA10AB7543,Bus,2025-06-27 06:00:17,2,4,11.05,AUD,Valid,Black,Toyota,ModelX,Failed,G1,2025-06-27 06:00:22,Yes,Blur,Cloudy,74,Yes
T100494,KA99AB8964,Bike,2025-06-27 06:00:03,3,4,4.01,AUD,Expired,Blue,Honda,ModelX,Completed,G3,2025-06-27 06:00:05,Yes,Dark,Foggy,80,Yes
T100495,KA61AB7081,Truck,2025-06-27 06:00:01,4,3,11.49,AUD,Pending,White,Tata,i20,Failed,G1,2025-06-27 06:00:02,Yes,Glare,Cloudy,67,Yes
T100496,KA43AB3544,Truck,2025-06-27 06:01:05,3,3,13.21,AUD,Valid,Blue,Ford,Civic,Retry,G2,2025-06-27 06:01:07,No,Good,Cloudy,84,No
T100497,KA42AB7840,Car,2025-06-27 06:00:25,1,4,14.31,AUD,Pending,Red,Hyundai,Civic,Completed,G3,2025-06-27 06:00:29,No,Good,Rainy,33,No
T100498,KA61AB8735,Truck,2025-06-27 06:00:05,4,3,16.77,AUD,Valid,Grey,Ford,Figo,Completed,G3,2025-06-27 06:00:09,No,Good,Rainy,55,No
T100499,KA50AB7702,Bike,2025-06-27 06:00:22,3,3,5.06,AUD,Pending,White,Hyundai,Figo,Failed,G3,2025-06-27 06:00:27,No,Blur,Foggy,116,No
T100500,KA29AB2456,Truck,2025-06-27 06:01:30,3,4,6.22,AUD,Expired,Red,Tata,i20,Retry,G3,2025-06-27 06:01:31,No,Blur,Sunny,20,Yes
T100501,KA07AB2166,Bike,2025-06-27 06:00:22,1,5,10.62,AUD,Expired,White,Ford,Altroz,Failed,G2,2025-06-27 06:00:23,No,Blur,Foggy,50,No
T100502,KA98AB6029,SUV,2025-06-27 06:00:14,1,3,11.65,AUD,Expired,Blue,Honda,ModelX,Failed,G3,2025-06-27 06:00:16,Yes,Dark,Rainy,36,No
T100503,KA81AB7559,Bike,2025-06-27 06:00:25,1,5,5.95,AUD,Pending,White,Hyundai,Altroz,Retry,G1,2025-06-27 06:00:29,No,Good,Sunny,24,No
T100504,KA69AB2348,Bus,2025-06-27 06:00:01,1,3,12.12,AUD,Valid,Black,Toyota,Figo,Failed,G1,2025-06-27 06:00:02,Yes,Dark,Foggy,105,Yes
T100505,KA22AB3135,Bike,2025-06-27 06:00:55,4,5,11.66,AUD,Valid,Blue,Ford,Civic,Completed,G2,2025-06-27 06:00:57,Yes,Glare,Cloudy,64,Yes
T100506,KA83AB4901,SUV,2025-06-27 06:00:24,1,4,18.86,AUD,Valid,Grey,Tata,Figo,Completed,G1,2025-06-27 06:00:29,Yes,Good,Rainy,119,Yes
T100507,KA98AB8853,Bike,2025-06-27 06:04:30,2,2,13.82,AUD,Valid,Black,Honda,i20,Completed,G2,2025-06-27 06:04:32,No,Good,Foggy,29,No
T100508,KA28AB8627,Bus,2025-06-27 06:02:17,3,3,3.75,AUD,Pending,Black,Ford,ModelX,Failed,G1,2025-06-27 06:02:18,No,Blur,Foggy,80,No
T100509,KA15AB7354,Bike,2025-06-27 06:00:53,2,3,10.96,AUD,Valid,White,Tata,Figo,Completed,G1,2025-06-27 06:00:56,No,Glare,Rainy,30,No
T100510,KA55AB4253,Bus,2025-06-27 06:00:39,3,3,11.16,AUD,Expired,Grey,Ford,Civic,Failed,G1,2025-06-27 06:00:43,No,Glare,Sunny,27,Yes
T100511,KA64AB9279,Car,2025-06-27 06:00:53,4,4,6.1,AUD,Expired,Red,Tata,ModelX,Retry,G1,2025-06-27 06:00:54,Yes,Dark,Cloudy,70,Yes
T100512,KA67AB9959,Car,2025-06-27 06:00:03,2,5,13.55,AUD,Expired,Grey,Tata,Altroz,Failed,G2,2025-06-27 06:00:05,Yes,Glare,Rainy,109,Yes
T100513,KA66AB6137,Truck,2025-06-27 06:00:33,3,4,10.13,AUD,Valid,Grey,Honda,ModelX,Retry,G2,2025-06-27 06:00:38,Yes,Good,Foggy,27,Yes
T100514,KA51AB6810,Truck,2025-06-27 06:00:19,3,3,5.97,AUD,Expired,Grey,Toyota,i20,Completed,G1,2025-06-27 06:00:21,No,Dark,Foggy,110,Yes
T100515,KA04AB3166,Truck,2025-06-27 06:02:05,4,5,19.42,AUD,Valid,Blue,Tata,i20,Retry,G3,2025-06-27 06:02:06,Yes,Blur,Sunny,41,No
T100516,KA80AB2539,Bus,2025-06-27 06:02:02,1,5,10.32,AUD,Pending,Red,Tata,Altroz,Retry,G1,2025-06-27 06:02:06,Yes,Glare,Cloudy,33,Yes
T100517,KA16AB9558,Bus,2025-06-27 06:04:08,3,4,12.57,AUD,Pending,Grey,Ford,ModelX,Completed,G2,2025-06-27 06:04:09,No,Dark,Sunny,91,No
T100518,KA75AB3470,Car,2025-06-27 06:00:10,4,2,17.62,AUD,Pending,Grey,Tata,i20,Completed,G3,2025-06-27 06:00:13,No,Glare,Cloudy,70,Yes
T100519,KA10AB7177,Truck,2025-06-27 06:00:01,4,3,2.7,AUD,Pending,Black,Ford,Altroz,Retry,G2,2025-06-27 06:00:05,No,Blur,Rainy,80,Yes
T100520,KA68AB4013,Truck,2025-06-27 06:03:24,2,3,14.29,AUD,Pending,White,Tata,Figo,Retry,G2,2025-06-27 06:03:28,Yes,Blur,Cloudy,105,No
T100521,KA83AB5601,SUV,2025-06-27 06:00:52,2,4,3.66,AUD,Valid,White,Hyundai,ModelX,Failed,G1,2025-06-27 06:00:57,No,Dark,Rainy,46,Yes
T100522,KA73AB1960,SUV,2025-06-27 06:03:17,3,5,12.24,AUD,Valid,Red,Honda,Figo,Failed,G3,2025-06-27 06:03:19,Yes,Good,Sunny,99,No
T100523,KA20AB9517,SUV,2025-06-27 06:01:43,3,5,10.66,AUD,Pending,White,Tata,ModelX,Completed,G2,2025-06-27 06:01:45,No,Glare,Rainy,50,Yes
T100524,KA70AB6548,SUV,2025-06-27 06:01:50,2,4,4.49,AUD,Expired,White,Honda,Civic,Failed,G3,2025-06-27 06:01:52,No,Blur,Foggy,77,Yes
T100525,KA12AB2313,Bike,2025-06-27 06:00:03,4,3,13.46,AUD,Expired,Red,Ford,i20,Completed,G1,2025-06-27 06:00:05,No,Glare,Cloudy,79,Yes
T100526,KA08AB3221,Truck,2025-06-27 06:00:47,1,2,5.94,AUD,Valid,White,Ford,Civic,Completed,G1,2025-06-27 06:00:48,Yes,Blur,Foggy,73,No
T100527,KA36AB9667,Car,2025-06-27 06:03:29,1,2,19.06,AUD,Valid,Grey,Honda,i20,Failed,G3,2025-06-27 06:03:32,No,Blur,Cloudy,82,Yes
T100528,KA09AB3329,Truck,2025-06-27 06:00:59,1,5,5.12,AUD,Expired,White,Hyundai,i20,Retry,G1,2025-06-27 06:01:02,Yes,Good,Cloudy,101,Yes
T100529,KA44AB3320,Bus,2025-06-27 06:01:25,2,5,4.26,AUD,Valid,Blue,Ford,ModelX,Completed,G1,2025-06-27 06:01:27,No,Glare,Cloudy,101,No
T100530,KA32AB3873,Bus,2025-06-27 06:00:28,1,4,13.9,AUD,Valid,White,Honda,i20,Failed,G3,2025-06-27 06:00:32,No,Dark,Cloudy,96,Yes
T100531,KA51AB4617,Bike,2025-06-27 06:00:35,2,4,8.11,AUD,Pending,Blue,Toyota,Civic,Retry,G1,2025-06-27 06:00:38,No,Blur,Sunny,115,Yes
T100532,KA18AB9613,Car,2025-06-27 06:02:06,3,4,14.22,AUD,Pending,Grey,Toyota,ModelX,Completed,G2,2025-06-27 06:02:07,Yes,Glare,Cloudy,65,Yes
T100533,KA28AB7046,SUV,2025-06-27 06:00:16,3,5,13.18,AUD,Valid,White,Hyundai,ModelX,Retry,G1,2025-06-27 06:00:19,No,Blur,Foggy,44,No
T100534,KA78AB8789,Bus,2025-06-27 06:02:12,3,5,19.94,AUD,Expired,White,Ford,Civic,Failed,G2,2025-06-27 06:02:15,No,Glare,Foggy,22,No
T100535,KA26AB2852,Car,2025-06-27 06:00:04,1,4,4.86,AUD,Expired,Red,Honda,ModelX,Completed,G1,2025-06-27 06:00:06,No,Dark,Foggy,73,No
T100536,KA22AB7783,Truck,2025-06-27 06:01:46,4,5,2.93,AUD,Valid,Grey,Toyota,Civic,Failed,G2,2025-06-27 06:01:48,Yes,Dark,Sunny,44,Yes
T100537,KA69AB2684,Bus,2025-06-27 06:02:36,4,2,10.09,AUD,Pending,Grey,Tata,Altroz,Completed,G1,2025-06-27 06:02:39,Yes,Glare,Cloudy,73,Yes
T100538,KA11AB3671,SUV,2025-06-27 06:00:02,4,4,4.03,AUD,Expired,Black,Honda,Altroz,Completed,G2,2025-06-27 06:00:04,No,Blur,Foggy,35,No
T100539,KA99AB2802,Bike,2025-06-27 06:00:04,2,3,11.94,AUD,Valid,Black,Toyota,i20,Retry,G3,2025-06-27 06:00:07,Yes,Good,Cloudy,39,No
T100540,KA88AB2350,Bike,2025-06-27 06:00:59,1,2,16.59,AUD,Pending,White,Toyota,Figo,Failed,G3,2025-06-27 06:01:00,Yes,Good,Foggy,57,No
T100541,KA38AB7590,Car,2025-06-27 06:00:02,4,4,14.3,AUD,Valid,Red,Hyundai,i20,Retry,G1,2025-06-27 06:00:04,No,Blur,Sunny,26,Yes
T100542,KA97AB1496,Bike,2025-06-27 06:00:47,4,3,11.76,AUD,Pending,Blue,Hyundai,ModelX,Completed,G1,2025-06-27 06:00:52,Yes,Blur,Sunny,79,Yes
T100543,KA90AB9885,Bike,2025-06-27 06:00:34,1,4,3.06,AUD,Valid,Red,Honda,Civic,Failed,G2,2025-06-27 06:00:38,Yes,Dark,Sunny,38,No
T100544,KA09AB8550,Car,2025-06-27 06:00:10,1,2,4.15,AUD,Expired,Black,Hyundai,i20,Retry,G3,2025-06-27 06:00:13,No,Good,Sunny,109,No
T100545,KA76AB4100,Bus,2025-06-27 06:00:28,4,4,10.43,AUD,Pending,Grey,Ford,Civic,Completed,G1,2025-06-27 06:00:29,No,Good,Sunny,53,No
T100546,KA63AB1061,SUV,2025-06-27 06:00:00,1,2,8.56,AUD,Expired,White,Toyota,Figo,Retry,G3,2025-06-27 06:00:04,Yes,Glare,Cloudy,105,Yes
T100547,KA69AB8027,Bus,2025-06-27 06:01:25,4,5,7.96,AUD,Valid,Blue,Ford,Figo,Failed,G2,2025-06-27 06:01:26,No,Good,Sunny,84,No
T100548,KA14AB1163,SUV,2025-06-27 06:00:04,2,3,13.66,AUD,Valid,Red,Toyota,Civic,Failed,G3,2025-06-27 06:00:05,No,Glare,Rainy,53,No
T100549,KA56AB5689,Truck,2025-06-27 06:02:59,1,3,17.74,AUD,Valid,Grey,Toyota,Civic,Completed,G3,2025-06-27 06:03:04,No,Blur,Rainy,32,No
T100550,KA31AB1310,Bike,2025-06-27 06:00:59,1,4,15.6,AUD,Pending,Red,Tata,Figo,Retry,G3,2025-06-27 06:01:00,No,Dark,Rainy,33,Yes
T100551,KA41AB2913,Car,2025-06-27 06:01:45,1,4,14.51,AUD,Pending,White,Honda,Figo,Failed,G1,2025-06-27 06:01:47,No,Glare,Foggy,112,No
T100552,KA16AB7407,Bus,2025-06-27 06:00:26,4,4,10.13,AUD,Valid,Grey,Hyundai,Civic,Completed,G1,2025-06-27 06:00:29,Yes,Dark,Foggy,72,No
T100553,KA76AB5167,Bike,2025-06-27 06:00:00,1,2,4.32,AUD,Pending,Blue,Toyota,i20,Failed,G3,2025-06-27 06:00:02,Yes,Dark,Sunny,60,Yes
T100554,KA31AB2611,Bike,2025-06-27 06:01:41,3,3,18.65,AUD,Pending,Grey,Tata,Figo,Failed,G2,2025-06-27 06:01:45,No,Dark,Rainy,105,Yes
T100555,KA16AB5484,Bus,2025-06-27 06:00:26,3,2,16.55,AUD,Valid,Black,Ford,Altroz,Retry,G3,2025-06-27 06:00:30,Yes,Good,Rainy,37,No
T100556,KA77AB1345,SUV,2025-06-27 06:00:31,2,5,18.71,AUD,Valid,Grey,Hyundai,Altroz,Completed,G3,2025-06-27 06:00:33,No,Dark,Rainy,26,Yes
T100557,KA77AB1860,Bike,2025-06-27 06:00:50,2,3,6.87,AUD,Expired,Black,Ford,i20,Failed,G2,2025-06-27 06:00:51,No,Glare,Cloudy,93,Yes
T100558,KA83AB9115,Bus,2025-06-27 06:00:18,1,3,17.1,AUD,Pending,Black,Toyota,Altroz,Completed,G3,2025-06-27 06:00:23,No,Good,Rainy,48,Yes
T100559,KA94AB3510,Bus,2025-06-27 06:00:20,4,4,13.53,AUD,Valid,White,Tata,Altroz,Completed,G2,2025-06-27 06:00:24,No,Blur,Cloudy,24,No
T100560,KA91AB4998,SUV,2025-06-27 06:06:39,1,3,16.84,AUD,Pending,Black,Toyota,Figo,Retry,G3,2025-06-27 06:06:43,Yes,Glare,Sunny,42,Yes
T100561,KA32AB7955,Bike,2025-06-27 06:01:06,3,3,15.95,AUD,Valid,Blue,Ford,Altroz,Failed,G1,2025-06-27 06:01:09,No,Glare,Sunny,67,No
T100562,KA95AB7332,Car,2025-06-27 06:02:17,4,4,18.52,AUD,Valid,Blue,Hyundai,Civic,Retry,G2,2025-06-27 06:02:22,Yes,Glare,Rainy,87,Yes
T100563,KA89AB1625,SUV,2025-06-27 06:00:03,3,2,5.86,AUD,Pending,Grey,Ford,Altroz,Failed,G3,2025-06-27 06:00:05,Yes,Good,Sunny,28,No
T100564,KA85AB6419,Bus,2025-06-27 06:00:23,1,2,11.05,AUD,Pending,Blue,Ford,ModelX,Completed,G3,2025-06-27 06:00:25,Yes,Dark,Cloudy,58,No
T100565,KA12AB3340,Car,2025-06-27 06:00:22,1,2,9.77,AUD,Pending,Grey,Ford,Altroz,Retry,G1,2025-06-27 06:00:27,No,Dark,Sunny,116,No
T100566,KA66AB4513,Bike,2025-06-27 06:00:09,3,5,16.42,AUD,Expired,White,Honda,Altroz,Retry,G3,2025-06-27 06:00:12,Yes,Glare,Sunny,32,No
T100567,KA03AB1263,Truck,2025-06-27 06:01:50,3,2,16.53,AUD,Expired,Black,Tata,ModelX,Completed,G1,2025-06-27 06:01:54,Yes,Dark,Rainy,52,Yes
T100568,KA01AB7913,Truck,2025-06-27 06:00:03,2,4,17.34,AUD,Valid,Grey,Ford,i20,Failed,G1,2025-06-27 06:00:05,Yes,Blur,Foggy,53,Yes
T100569,KA17AB1725,Bus,2025-06-27 06:01:19,2,4,6.54,AUD,Pending,Red,Hyundai,Figo,Completed,G3,2025-06-27 06:01:22,Yes,Dark,Rainy,103,No
T100570,KA71AB5779,Bus,2025-06-27 06:03:12,4,2,11.31,AUD,Valid,Red,Honda,Figo,Completed,G3,2025-06-27 06:03:15,No,Good,Cloudy,44,Yes
T100571,KA50AB6954,SUV,2025-06-27 06:00:47,1,3,4.38,AUD,Valid,Black,Tata,Altroz,Completed,G1,2025-06-27 06:00:52,No,Glare,Sunny,112,No
T100572,KA34AB5671,Bike,2025-06-27 06:02:26,4,4,8.24,AUD,Valid,Blue,Tata,i20,Failed,G3,2025-06-27 06:02:30,No,Blur,Foggy,81,No
T100573,KA09AB1685,Truck,2025-06-27 06:00:29,1,2,7.27,AUD,Valid,Blue,Ford,Figo,Retry,G3,2025-06-27 06:00:34,No,Good,Rainy,40,Yes
T100574,KA62AB7751,Bus,2025-06-27 06:02:40,4,2,8.89,AUD,Pending,Grey,Toyota,Altroz,Completed,G3,2025-06-27 06:02:41,Yes,Blur,Foggy,95,No
T100575,KA19AB5347,Car,2025-06-27 06:04:08,4,2,7.91,AUD,Expired,Red,Toyota,ModelX,Completed,G2,2025-06-27 06:04:09,Yes,Good,Cloudy,21,Yes
T100576,KA18AB2355,SUV,2025-06-27 06:00:14,3,3,9.36,AUD,Valid,White,Hyundai,Altroz,Failed,G1,2025-06-27 06:00:17,Yes,Dark,Sunny,62,Yes
T100577,KA28AB5673,Car,2025-06-27 06:00:58,2,2,11.93,AUD,Pending,Red,Toyota,Figo,Retry,G1,2025-06-27 06:01:02,Yes,Blur,Rainy,116,No
T100578,KA40AB3296,Bus,2025-06-27 06:00:08,2,4,12.69,AUD,Expired,Black,Toyota,ModelX,Completed,G3,2025-06-27 06:00:10,No,Blur,Rainy,101,Yes
T100579,KA68AB9810,Bus,2025-06-27 06:00:27,1,5,3.74,AUD,Expired,Red,Honda,Civic,Failed,G2,2025-06-27 06:00:32,Yes,Dark,Foggy,106,Yes
T100580,KA32AB6199,SUV,2025-06-27 06:00:25,4,3,13.32,AUD,Expired,Blue,Ford,ModelX,Retry,G3,2025-06-27 06:00:27,No,Blur,Rainy,70,Yes
T100581,KA28AB6199,Bus,2025-06-27 06:00:09,2,4,4.94,AUD,Pending,Grey,Ford,Figo,Retry,G3,2025-06-27 06:00:10,Yes,Dark,Rainy,35,No
T100582,KA61AB1916,Bike,2025-06-27 06:00:35,1,2,10.61,AUD,Expired,Red,Honda,Altroz,Failed,G3,2025-06-27 06:00:36,Yes,Glare,Sunny,70,No
T100583,KA73AB3487,Truck,2025-06-27 06:00:06,1,2,2.74,AUD,Expired,White,Toyota,ModelX,Retry,G2,2025-06-27 06:00:10,No,Good,Rainy,98,No
T100584,KA62AB3637,Car,2025-06-27 06:01:12,4,4,6.71,AUD,Pending,Blue,Ford,Figo,Retry,G1,2025-06-27 06:01:14,Yes,Blur,Foggy,89,Yes
T100585,KA45AB1299,Bike,2025-06-27 06:00:54,3,2,19.2,AUD,Pending,Blue,Honda,Figo,Retry,G1,2025-06-27 06:00:56,Yes,Blur,Sunny,28,No
T100586,KA06AB9029,SUV,2025-06-27 06:00:20,1,3,7.62,AUD,Expired,Black,Toyota,Altroz,Completed,G2,2025-06-27 06:00:24,No,Blur,Cloudy,116,No
T100587,KA01AB6937,Bike,2025-06-27 06:00:27,3,2,2.54,AUD,Valid,Grey,Tata,Figo,Completed,G3,2025-06-27 06:00:32,No,Dark,Rainy,30,No
